Buffer_ID,Day,MinvonTime_Start_Number,MaxvonTime_End_Number,Time,Jurisdiction_ID,Waterbody_ID,Relevant
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,J54130,,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,0,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,328961702A,True
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,,False
91,15-07-21,10.85,15.76,-1,,-1,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,329069255,False
91,15-07-21,10.85,15.76,-1,,329069262,False
91,15-07-21,10.85,15.76,-1,,328961702A,False
91,15-07-21,10.85,15.76,-1,,-1,False
210,15-07-22,10.95,16.08,-1,,,False
210,15-07-22,10.95,16.08,-1,J54130,328961702A,True
210,15-07-22,10.95,16.08,-1,J54130,328961702A,True
210,15-07-22,10.95,16.08,-1,J54128,,False
210,15-07-22,10.95,16.08,-1,J54130,,False
210,15-07-22,10.95,16.08,-1,J54130,-1,True
210,15-07-22,10.95,16.08,-1,J54130,328961702A,True
210,15-07-22,10.95,16.08,-1,,328961702A,False
210,15-07-22,10.95,16.08,-1,J54130,,False
210,15-07-22,10.95,16.08,-1,J54130,328961702A,True
210,15-07-22,10.95,16.08,-1,J54129,329216611,True
210,15-07-22,10.95,16.08,-1,J54131,328961702A,True
210,15-07-22,10.95,16.08,-1,J54130,,False
210,15-07-22,10.95,16.08,-1,J54130,,False
210,15-07-22,10.95,16.08,-1,J54159,,False
210,15-07-22,10.95,16.08,-1,J54130,328961702A,True
210,15-07-22,10.95,16.08,-1,,,False
210,15-07-22,10.95,16.08,-1,,328961702A,True
210,15-07-22,10.95,16.08,-1,,,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,329246297,False
176,15-07-23,10.00,14.00,-1,J54130,329459116C,True
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,329069255,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,J54129,,False
176,15-07-23,10.00,14.00,-1,J54129,329216611,True
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,J54130,,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,328974235C,False
176,15-07-23,10.00,14.00,-1,,-1,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,J54130,-1,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,J54130,,False
176,15-07-23,10.00,14.00,-1,,329069255,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,-1,False
176,15-07-23,10.00,14.00,-1,J54131,,False
176,15-07-23,10.00,14.00,-1,,329459116A,False
176,15-07-23,10.00,14.00,-1,J54130,329246297,True
176,15-07-23,10.00,14.00,-1,,0,False
176,15-07-23,10.00,14.00,-1,,,False
176,15-07-23,10.00,14.00,-1,,-1,False
63,15-07-23,11.01,15.00,-1,J54139,,False
63,15-07-23,11.01,15.00,-1,J54145,,False
63,15-07-23,11.01,15.00,-1,J54159,,False
63,15-07-23,11.01,15.00,-1,J54145,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,J54170,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329523065,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329459116B,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,329459116B,False
49,15-07-24,10.50,16.09,-1,J54156,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329459116B,False
49,15-07-24,10.50,16.09,-1,,328961720B,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,329459116A,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,329216611,False
49,15-07-24,10.50,16.09,-1,,-1,False
49,15-07-24,10.50,16.09,-1,,328974235B,False
49,15-07-24,10.50,16.09,-1,,,False
279,15-07-24,13.13,17.50,-1,,,False
279,15-07-24,13.13,17.50,-1,,,False
279,15-07-24,13.13,17.50,-1,,,False
279,15-07-24,13.13,17.50,-1,,,False
279,15-07-24,13.13,17.50,-1,,,False
279,15-07-24,13.13,17.50,-1,,329459116A,False
279,15-07-24,13.13,17.50,-1,,329518146,False
279,15-07-24,13.13,17.50,-1,,329518145B,False
279,15-07-24,13.13,17.50,-1,,329518145B,False
279,15-07-24,13.13,17.50,-1,,,False
279,15-07-24,13.13,17.50,-1,J54182,,False
279,15-07-24,13.13,17.50,-1,,-1,False
279,15-07-24,13.13,17.50,-1,,329518145B,False
279,15-07-24,13.13,17.50,-1,,329518145B,False
279,15-07-24,13.13,17.50,-1,,329518145B,False
279,15-07-24,13.13,17.50,-1,,329101302,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,J54129,329216611,True
96,15-07-26,9.66,16.67,-1,J54130,329216611,True
96,15-07-26,9.66,16.67,-1,,329459118,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,328961720B,False
96,15-07-26,9.66,16.67,-1,,0,False
96,15-07-26,9.66,16.67,-1,J54145,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,J54129,329216611,True
96,15-07-26,9.66,16.67,-1,,,False
96,15-07-26,9.66,16.67,-1,J54130,,False
444,15-07-26,8.50,16.53,-1,J54129,,False
444,15-07-26,8.50,16.53,-1,J54129,329459116B,True
444,15-07-26,8.50,16.53,-1,J54131,329518145B,True
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54129,329518145B,True
444,15-07-26,8.50,16.53,-1,J54129,,False
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54129,0,False
444,15-07-26,8.50,16.53,-1,J54131,0,False
444,15-07-26,8.50,16.53,-1,J54129,328961724,True
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54129,329014384,True
444,15-07-26,8.50,16.53,-1,J54129,329518145B,True
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54170,,False
444,15-07-26,8.50,16.53,-1,J54129,-1,True
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54173,329518145B,True
444,15-07-26,8.50,16.53,-1,J54173,,False
444,15-07-26,8.50,16.53,-1,J54129,,False
444,15-07-26,8.50,16.53,-1,J54143,,False
444,15-07-26,8.50,16.53,-1,J54129,329518145B,True
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54129,329014384,True
444,15-07-26,8.50,16.53,-1,J54129,-1,True
444,15-07-26,8.50,16.53,-1,J54129,329518145B,True
444,15-07-26,8.50,16.53,-1,J54129,329518145B,True
444,15-07-26,8.50,16.53,-1,J54129,329320883,True
444,15-07-26,8.50,16.53,-1,J54129,329563838,True
444,15-07-26,8.50,16.53,-1,J54129,329154753,True
444,15-07-26,8.50,16.53,-1,J54129,329563838,True
444,15-07-26,8.50,16.53,-1,,329563838,False
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54129,329459116A,True
444,15-07-26,8.50,16.53,-1,J54131,,False
444,15-07-26,8.50,16.53,-1,J54129,329518145B,True
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,J54131,329086711,True
444,15-07-26,8.50,16.53,-1,J54130,,False
444,15-07-26,8.50,16.53,-1,J54129,,False
444,15-07-26,8.50,16.53,-1,,,False
444,15-07-26,8.50,16.53,-1,,329060769,False
444,15-07-26,8.50,16.53,-1,J54129,329459116A,True
444,15-07-26,8.50,16.53,-1,,,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,0,False
49,15-07-27,10.75,14.76,-1,,329459116B,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,J54129,329216611,True
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,J54130,329216611,True
49,15-07-27,10.75,14.76,-1,,329459116C,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,J54129,329216611,True
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,,328961724,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,,329216611,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,,,False
49,15-07-27,10.75,14.76,-1,J54130,,False
49,15-07-27,10.75,14.76,-1,J54173,,False
49,15-07-27,10.75,14.76,-1,,329216611,False
90,15-07-28,9.78,17.25,-1,,,False
90,15-07-28,9.78,17.25,-1,,,False
